STATECASESID,DATE_,STATECODE,POSITIVE_,NEGATIVE,TOTALRESULTS,HOSPITILIZED_CURRENTLY,INICU_CURRENTLY,ONVENTILATOR_CUMULATIVE,RECOVERED,DATAQUALITYGRADE,DEATH,HOSPITALIZED,TOTALTESTVIRAL,NEGATIVETESTSVIRAL,POSITIVETESTSVIRAL,POSITIVECASEVIRAL,DEATHCONFIRMED,DEATHINCREASE,HOSPITALIZEDINCREASE,HASH_
164,04-01-2021,VT,7873,259856,712861,41,4,,5361,B,144,,712861,,,7677,144,4,0,3ac7eab3dd801ede823c40bcc957ff02a17a139c
165,04-01-2021,WA,255396,3664591,3909972,1138,248,,,B,3459,15111,,,,245381,,-2,363,f39d956fef9f50ac42cf4f075b0729110f9e474f
166,04-01-2021,WI,527871,2365680,5423138,1069,225,,456529,A+,5269,21580,,,,487938,4884,8,51,212fc302f5a8ab37c12eefc123a55d86d83c65b1
167,04-01-2021,WV,91886,1474526,1566412,799,205,,63128,B,1396,,1548855,,,74329,1237,20,0,64f1d21641326d57932e3fa13f11f148d90d0cfd
168,04-01-2021,WY,45247,160673,514334,114,,,43420,B,438,1123,514334,462878,38891,38742,,0,9,fd40fcb9dbcbd5e6f89cf100016ec45e12564cb0
169,03-01-2021,AK,46552,1247285,1293837,87,,,7165,A,215,1033,1293837,1236758,55664,,215,0,3,258863ce822db7c57f566042b9752f6de5ced1c7
170,03-01-2021,AL,371934,1600270,1900070,2885,,1399,202137,A,4873,34373,,,,299800,4255,1,0,5e4846bf713a33a2d623f121327339de5fc6ba63
171,03-01-2021,AR,233475,1897388,2090197,1234,405,1234,205462,A+,3749,11514,2090197,1897388,,192809,3137,20,27,5d0fcd212cf0ce674100c7ab3fa90d2cb2926717
172,03-01-2021,AS,0,2140,2140,,,,,D,0,,2140,,,0,,0,0,fe1ba1cd64ec5441ec2ad5eff24d48e3e563e4b0
173,03-01-2021,AZ,556384,2394408,5257472,4557,1081,,78690,A+,9061,39728,5257472,,,528359,8168,0,289,62bfa415a0eb3c58156b40ec39d9a737d0e2979d
174,03-01-2021,CA,2391261,31421525,33812786,21510,4613,,,B,26538,,33812786,,,2391261,,181,0,3c309876adace571e927b21907ee4b418022a884
175,03-01-2021,CO,341250,1831875,4502496,991,,,18305,A,4934,18713,,,,326953,4280,22,35,2eb92b2c25a03a3e7d450eb5b5c8f2ef07f9b4f7
176,03-01-2021,CT,190120,4193241,4383361,1056,,,9800,B,6099,12257,4372190,,,178949,4937,0,0,c45798f8658cebaeef939e63f94fd1213e5e2a86
177,03-01-2021,DC,29764,888236,918000,245,69,,21072,A+,794,,,,,,,2,0,255c0677964d15abc1269081d51582d64062e02e
178,03-01-2021,DE,59484,457286,996096,421,53,,18851,A+,930,,,,60849,57035,828,0,0,592d0f2d83c1e831034900c211b794422ea77704
179,03-01-2021,FL,1341287,7497498,16020601,6969,,,,A,22310,64216,14325426,12515766,1746256,1147550,,100,187,6b8a7232a162ef4e6085f63d4129303baaab7aca
180,03-01-2021,GA,587076,4875165,5462241,5304,,,,A+,10964,42483,5462241,,561892,587076,9893,4,56,14b76f37c39cfda0769ff097d7187cc01bf8769a
181,03-01-2021,GU,7327,88875,96202,11,2,,7047,B,123,,96014,,,7149,,0,0,11de7d17aefe8dcfaa3f20ece990ad153f9c17f3
182,03-01-2021,HI,22438,295153,825956,86,11,,11958,B,289,1775,,,21766,21956,,0,0,43c748f6127298475b0095499f8efc6dba8abf37
183,03-01-2021,IA,242107,935989,1178096,577,120,,244021,A+,3946,,2239319,1965775,262206,242107,,0,0,66a789715727ffb8da9eccef39469891d26d51e7
184,03-01-2021,ID,142199,430372,548008,352,84,,60164,A,1448,5687,861643,,,117636,1281,12,57,7dd0d4a2e26641d4b3900e60d5760a184879315d
185,03-01-2021,IL,979821,12502296,13482117,3817,798,,,A,18322,,13482117,,,447491,16755,105,0,38656c5462ecf481f988aa11a9b5e4b99e29ac70
186,03-01-2021,IN,526071,2141402,5792697,2714,648,,348425,A+,8475,35646,5792697,,598551,,8111,65,239,f62cdfc0636fef0a75687cc5e40342671e52e3dc
187,03-01-2021,KS,227745,784761,1012506,825,221,412,4612,A+,2879,6903,,,,,,0,0,aad33c2530f9b23559ad28ff7f9909241e891fb6
188,03-01-2021,KY,276826,2990573,3210804,1677,421,,37375,A+,2723,13739,3210804,,187334,222545,2533,25,53,f88863a66b4b98b6585cda69cd23d98b344e5818
189,03-01-2021,LA,321058,3935408,4256466,1833,,,263712,A,7537,,4226487,,,291079,7162,49,0,913fbf28465e9237dfb8b5920f00765b6939e83e
190,03-01-2021,MA,387662,3687911,11090924,2291,416,,261672,A+,12610,16098,11090924,,450251,371097,12341,108,0,28de65b4e8edc2a728d84f04fee06fb9cc0b039e
191,03-01-2021,MD,285319,2558381,5834126,1709,412,,9378,A,5994,27196,5834126,,346444,285319,5826,27,145,d5e3d5879ccf74b89a5fce8895f7ce89b555cba8
192,03-01-2021,ME,25592,1087212,1112804,180,47,,11465,A+,359,1099,1107849,1082022,25153,21693,353,1,8,0e00c7fefb46446f2b654b1a04bf13e9c187714d
193,03-01-2021,MI,538121,7584454,8122575,2758,629,,363611,A+,13306,,8202753,7584454,618299,497127,12598,0,0,9fd03501f9b218e4f13183a0aeb623ef8c5ef9d6
194,03-01-2021,MN,420544,2611623,5476196,895,196,,403419,A,5430,22095,,,,405686,5248,53,111,a56d4ff9a95d5f9e0f39e9ce771e55e149c9048c
195,03-01-2021,MO,401761,1663191,3691231,2701,627,,,A+,5562,,3691231,3238815,444942,401761,,19,0,49469fada7901f4d12b587da9ae733e8bf48649c
196,03-01-2021,MP,122,17429,17551,,,,29,D,2,4,26131,,,122,2,0,0,7065fdede98d531a8ad59c94c9713cb5ce876dbc
197,03-01-2021,MS,222061,1127658,1349719,1456,346,,167263,A+,4871,8145,1267602,,,150385,3857,31,0,a2ea7f2122adf2bd28bd57bfc9e94636c5ddb515
198,03-01-2021,MT,82381,713415,795796,192,39,,76501,A,972,3631,795796,,,82381,,1,13,a6232938838c1b80b529604b8d8ec57a52d3e890
199,03-01-2021,NC,564924,6567737,7132661,3576,776,,403488,A+,6910,,7084394,,,516657,6482,18,0,e015ff4da53d56b4b18788d6e4e11fbf5df15490
200,03-01-2021,ND,93041,285494,1254421,98,16,,89879,B,1317,3570,1324735,,,89955,,0,9,40337f33157081adbb637418bb387da5c29cefd7
201,03-01-2021,NE,168262,683032,1769798,503,,,105963,A,1669,5270,1769798,1574795,193046,168262,,1,5,7c4a211b102c7ca77af7880a24cacda89e8e5234
202,03-01-2021,NH,46450,486465,1051054,325,,,39574,B,780,913,1051054,,,34420,,11,3,b563d11892c1f1acadc6a37a6a23d84be730a3e8
203,03-01-2021,NJ,542790,7309853,7852643,3521,669,,56873,A,19208,48743,7792714,,,492042,17187,21,107,7398f69874c5470fb4311e170e6da3e24f74b8d5
204,03-01-2021,NM,146394,1859774,2006168,716,,,68876,A,2551,9906,2006168,,,,,17,92,92660ec747c3e95512ef77c3bda598dbb92a917c
205,03-01-2021,NV,231618,947262,2122793,1871,398,,,A+,3183,,1157654,,,231618,,32,0,3d00140e6f93a417a81fbb02baada6dde4c5c6d5
206,03-01-2021,NY,1017153,24831951,25849104,7963,1344,,104402,B,30476,89995,,,,,,139,0,9a3b392bca07ad80002b147c783278189a052e2a
207,03-01-2021,OH,721481,7177465,7831810,4237,1054,,579583,A+,9076,38798,7831810,,674886,646474,8199,59,165,24893dc97cbd0d7a1a4916d8bca1891386cc3269
208,03-01-2021,OK,304072,2394318,2698390,1910,498,,265293,A+,2547,17441,2691172,2394318,291996,,,20,194,4599d4094a365181300caaad5e55408f7e398d7c
209,03-01-2021,OR,117745,2538761,2652670,524,119,,5870,A+,1500,6498,2652670,2496394,156276,74629,,8,0,91145a32999cfaa430bea87adbcdbf55570bf677
210,03-01-2021,PA,661871,3297312,3959183,5529,1149,,453531,A+,16295,,7539976,,,593375,,56,0,8f9ec2e189a5636a1bd9d9f0daa88fd5148f2d0c
211,03-01-2021,PR,78169,305972,384141,415,74,,68661,B,1545,,310546,303412,7002,73399,1279,19,0,f0de53e89723dfbbf013bd18971ab157ac84c4d5
212,03-01-2021,RI,92075,555167,2037684,426,61,,5381,A+,1843,6506,,1927161,110523,,,10,0,684fa59a207f4198353825eccba6d21e286d03c5
213,03-01-2021,SC,321669,2939758,3261427,2072,414,,154943,A+,5469,14727,3235851,2853298,382553,296093,5042,84,141,d8f80d9bff69759c395ad1eaf3656fb0f68f18ae
214,03-01-2021,SD,100532,275423,375955,262,54,,93031,A+,1513,5732,773868,,,91027,,12,30,00d972ee760687844ca0288fe1c329a06ff82389
215,03-01-2021,TN,608297,5127106,5735403,3371,792,,526966,A+,7025,14648,5658641,5044159,614482,531535,6070,55,41,9efb8e667d0e829a25d3b2eb82f5088d934a6cee
216,03-01-2021,TX,1793341,12471095,14053710,12563,3184,,1451846,A,27917,,14053710,,1770143,1582615,,50,0,1f99c476872c303228be808f15ed7af277e30e69
217,03-01-2021,UT,283473,1313309,2274838,548,164,643,232355,A+,1301,11159,2274838,2000734,274104,253033,,7,58,3a6495785657bde677a5c0576aa08c52017ed469
218,03-01-2021,VA,363765,4061599,4365480,2708,557,,31368,A+,5124,18310,,,375690,303881,4516,7,70,45809d1e0a541e761689bf60f67ed9a43fb7c6e5
219,03-01-2021,VI,2041,34366,36407,,,,1920,D,23,,36462,,,,23,0,0,40531e51c13cba70728b386297be7893722e4391
220,03-01-2021,VT,7793,259297,711104,31,2,,5272,B,140,,711104,,,7600,140,1,0,0bb4d67c51051e3d0a3159c278c80ac7eb4f6f9e
221,03-01-2021,WA,246752,3599655,3836820,1138,248,,,B,3461,14748,,,,237165,,0,0,d9d6524f677ad443e304e9dae7f70557227b14f7
222,03-01-2021,WI,526245,2363175,5411129,1018,230,,454850,A+,5261,21529,,,,486531,4875,5,80,9ae7ea05fe87a06f84767c8fb18df15eb95352ed
223,03-01-2021,WV,91058,1468964,1560022,805,202,,62264,B,1376,,1542793,,,73829,1221,3,0,3acdc9d80a0b3355fcbaf4dc465fdcffe4ebece1
224,03-01-2021,WY,44875,159528,501784,99,,,43068,B,438,1114,501784,462878,38891,38440,,0,8,15b9559a604c1f8d2ab9f299e0339256d5c0cf9d
225,02-01-2021,AK,46262,1244087,1290349,77,,,7165,A,215,1030,1290349,1233474,55462,,215,9,7,8a884e8ed2e7092f03851a18d2fb2bdc26a80496
226,02-01-2021,AL,369458,1593715,1891468,2815,,1398,202137,A,4872,34373,,,,297753,4254,0,0,3b521f3cb9b6ad6792a54211f5741a54186e1ffe
227,02-01-2021,AR,231442,1888622,2079788,1216,393,1231,203701,A+,3729,11487,2079788,1888622,,191166,3121,18,37,a2a19dc4deb4dff755942d83f312742303a02c9f
228,02-01-2021,AS,0,2140,2140,,,,,D,0,,2140,,,0,,0,0,2c1f80bcf1772c718587b84a2cfcd15c9bc94c7f
229,02-01-2021,AZ,539150,2393336,5218721,4484,1074,,77867,A+,9061,39439,5218721,,,512047,8166,46,593,2f8dff6a903083bdeae74643f35e28c842438e23
230,02-01-2021,CA,2345909,31045533,33391442,21213,4606,,,B,26357,,33391442,,,2345909,,386,0,6c40bd14f99d4e859963a58c75e73ade3086b022
231,02-01-2021,CO,339172,1827006,4474747,1016,,,18217,A,4912,18678,,,,324946,4259,39,27,85d1cee3f4dd24d272f8e4e95447852c98e7de61
232,02-01-2021,CT,190120,4193241,4383361,1056,,,9800,B,6099,12257,4372190,,,178949,4937,104,0,cf96fa00d672a243c132bd9a7536ddcf49d3112a
233,02-01-2021,DC,29509,881869,911378,237,70,,21002,A+,792,,,,,,,4,0,3bf7d9ab0ac3bf0d3a07e278a6b92357e29fb502
234,02-01-2021,DE,58873,455962,991318,412,59,,18851,A+,930,,,,60390,56455,828,0,0,c22bcf578c04dabeb63afa85c9aa3ce6ab44fc28
235,02-01-2021,FL,1331059,7473477,15950750,6701,,,,A,22210,64029,14258872,12462940,1732821,1141210,,220,288,38a10405780bbbbdb7b9d1a320edda6767c0ed8f
236,02-01-2021,GA,581999,4854989,5436988,5101,,,,A+,10960,42427,5436988,,556630,581999,9891,2,65,ab782320c2cf97cc305bca80c9e964f9b681370a
237,02-01-2021,GU,7326,88875,96201,13,3,,7047,B,123,,96014,,,7148,,1,0,34727a1718e743de498e126717d0c9256cb9ff57
238,02-01-2021,HI,22289,295153,822805,86,11,,11958,B,289,1775,,,21608,21807,,0,0,c4177db44d21b58a171f5919f117f3493cd0df10
239,02-01-2021,IA,241242,934678,1175920,572,119,,243214,A+,3946,,2233594,1960998,261270,241242,,48,0,841ee1aabac96913a7059e6cc91f976092050506
240,02-01-2021,ID,141077,428768,545485,375,85,,58649,A,1436,5630,859851,,,116717,1269,0,0,e7dfe93da92b4a030747542d9fa80a62097b4296
241,02-01-2021,IL,975352,12461300,13436652,3799,783,,,A,18217,,13436652,,,447491,16674,44,0,f154831a1fd793fe164bb9e24ae974a338168d4a
242,02-01-2021,IN,523090,2137606,5769273,2655,663,,347401,A+,8410,35407,5769273,,595137,,8055,39,197,90af6f70a4dcfe84cea3211a9d266cac13cda156
243,02-01-2021,KS,227745,784761,1012506,825,221,412,4612,A+,2879,6903,,,,,,0,0,79200147276169ef1b62213617e29977dc5efa08
244,02-01-2021,KY,273971,2990573,3210804,1635,428,,37273,A+,2698,13686,3210804,,187334,220231,2513,75,198,154c135a7a58ff5e35dc00e9cace9bf52b5a78c1
245,02-01-2021,LA,315275,3898907,4214182,1731,,,263712,A,7488,,4184384,,,285477,7115,0,0,63169936de22c97c0d86c151afa134740c93a98b
246,02-01-2021,MA,384181,3679369,11046093,2280,412,,261672,A+,12502,16098,11046093,,446675,367987,12236,79,0,44ee51109c6340628ef2dff98a3a9d11b557f02d
247,02-01-2021,MD,283171,2550540,5807666,1692,415,,9374,A,5967,27051,5807666,,343848,283171,5799,25,232,fdc5edc4b58b3f5f4f03c81d0418e6335ea79cf5
248,02-01-2021,ME,25245,1087212,1112457,188,48,,11438,A+,358,1091,1107849,1082022,25153,21412,352,11,26,2b85e8347d24ecab52d7069ce2b9b2aa4e3d4ff9
249,02-01-2021,MI,538121,7584454,8122575,2758,629,,363611,A+,13306,,8202753,7584454,618299,497127,12598,288,0,21a580415f5119c131f83e8bdd788a63d9fdae05
250,02-01-2021,MN,417832,2579703,5387936,895,196,,398199,A,5377,21984,,,,403150,5201,54,120,51338cc9fef0963870e6f1b5db22e1ec605084d1
251,02-01-2021,MO,399456,1660672,3679665,2804,653,,,A+,5543,,3679665,3229749,442478,399456,,3,0,25bfdfb95c0984593cad74b2a8d2a3bf93b26526
252,02-01-2021,MP,122,17429,17551,,,,29,D,2,4,26131,,,122,2,0,0,a36e9c47c7116087cb80c22a367e20b6a78a3405
253,02-01-2021,MS,220277,1127658,1347935,1456,346,,167263,A+,4840,8145,1267602,,,149595,3840,24,0,8fc035bd49052db94f7ea56ef59ec155dbd023bf
254,02-01-2021,MT,81944,710835,792779,194,39,,75974,A,971,3618,792779,,,81944,,10,50,ff2ee1f33455c7cc41cd9feedf0a34f903b2c633
255,02-01-2021,NC,558437,6520947,7079384,3479,783,,403488,A+,6892,,7031462,,,510515,6467,144,0,00d85dc4e6e32d22a7f84fe03c04204b10741e4d
256,02-01-2021,ND,92891,285426,1253895,92,16,,89582,B,1317,3561,1324176,,,89829,,28,9,4b9c869b29ed96e5ed977a00db1eb4ed808dbfe9
257,02-01-2021,NE,167716,682237,1766104,517,,,109705,A,1668,5265,1766104,1571723,192429,167716,,17,11,247fe8c3761eccad49ba8d7079d3c6d86e76e77c
258,02-01-2021,NH,45184,479590,1032929,335,,,37947,B,769,910,1032929,,,32696,,10,8,95d4e02f6bd294d433e9dc90b6579439370fe13d
259,02-01-2021,NJ,538702,7309853,7848555,3497,678,,56575,A,19187,48636,7792714,,,488372,17166,27,64,f2fb30fe88c22f3afbf7310410fe498bef45944e
260,02-01-2021,NM,145379,1849950,1995329,662,,,67573,A,2534,9814,1995329,,,,,32,58,19783d15cec3c5248138d85dda45a8fd7974ab5c
261,02-01-2021,NV,228871,945025,2111559,1871,398,,,A+,3151,,1157654,,,228871,,5,0,a0fdd7f0569f4428e6f93922e7b90bb2b366cef2
262,02-01-2021,NY,1005785,24700974,25706759,7814,1321,,103828,B,30337,89995,,,,,,129,0,f2ae951d5dd0a0dce877c8bff513338d881e5a67
263,02-01-2021,OH,714673,7104335,7795210,4102,1036,,573641,A+,9017,38633,7795210,,669869,640812,8154,55,299,b73625ab00a18efc21557e248173423d7b7250b6
264,02-01-2021,OK,296055,2394318,2690373,1910,498,,259841,A+,2527,17247,2691172,2394318,291996,,,38,188,242b469179b9e2e1a88256b9b661c86c17bde5e9
265,02-01-2021,OR,116348,2538761,2652670,524,119,,5870,A+,1492,6498,2652670,2496394,156276,74629,,2,0,7d9515576a7a9eb425812a94a9fd44f2f76ba73f
266,02-01-2021,PA,657292,3289508,3946800,5460,1159,,453531,A+,16239,,7539976,,,589213,,25,0,0a50beb5f212b56330e34b5533f1378ffc733bba
267,02-01-2021,PR,77932,305972,383904,391,73,,68340,B,1526,,310546,303412,7002,73162,1261,5,0,931ad873075693fb438435d4af4c275572169271
268,02-01-2021,RI,91187,552989,2027055,426,61,,5381,A+,1833,6506,,1917525,109530,,,10,0,242f92c0ba1bb4ff09724de97e0a868b3f3f64b2
269,02-01-2021,SC,312718,2891537,3204255,1994,413,,152535,A+,5385,14586,3179313,2806376,372937,287776,4968,89,196,715ffe130ef66c76b02250f90e8cccb99aad4411
270,02-01-2021,SD,99829,274117,373946,282,59,,92595,A+,1501,5702,767557,,,90544,,13,30,4870d79db974a5c45cf144b20ba808807efd66df
271,02-01-2021,TN,604132,5114768,5718900,3303,791,,523089,A+,6970,14607,5643277,5032085,611192,528509,6029,63,76,014b122cf475e1313431d6ace8775c029f25ac9e
272,02-01-2021,TX,1777246,12437603,14005637,12319,3072,,1443061,A,27867,,14005637,,1759509,1568034,,96,0,c7a21305dddc3ae631bb0ea13388d21c49503c32
273,02-01-2021,UT,281654,1310950,2268187,552,158,643,230287,A+,1294,11101,2268187,1995593,272594,251610,,25,145,01ba6de0382b40f0193a5d373894b945df2d153f
274,02-01-2021,VA,358755,4037976,4337939,2710,557,,31182,A+,5117,18240,,,371576,299963,4509,36,74,7fb38db044caace3c1255089616a62442b85ed1b
275,02-01-2021,VI,2036,34176,36212,,,,1901,D,23,,36266,,,,23,0,0,4f69cd4beba94a8172c1f99eadbb4dc0d6670e58
276,02-01-2021,VT,7689,258530,708246,27,5,,5188,B,139,,708246,,,7501,139,3,0,6eb5188f882fd98f4b5e26d5283ae957fa39a6d7
277,02-01-2021,WA,246752,3599655,3836820,1138,248,,,B,3461,14748,,,,237165,,0,0,c22e6fae83d272ad557d0d44853c886d339d81b7
278,02-01-2021,WI,523652,2361033,5402674,1018,230,,452502,A+,5256,21449,,,,484085,4870,2,49,6d4410aa72eac6ea63b292987458caa999cc9977
279,02-01-2021,WV,89327,1462833,1552160,810,205,,61120,B,1373,,1535296,,,72463,1218,12,0,ba39ea547467eb7e42618f72473143a519fabdaa
280,02-01-2021,WY,44573,159528,501784,95,,,43037,B,438,1106,501784,462878,38891,38163,,0,4,b5245a637d45cc553ee5efe923fe8553240d4536
281,01-01-2021,AK,45461,1230289,1275750,79,,,7165,A,206,1023,1275750,1219592,54763,,206,0,0,c2ce8371ed45bb91d526fd0aaf67292bb514e142
282,01-01-2021,AL,365747,1590750,1885216,2815,,1398,202137,A,4872,34373,,,,294466,4254,45,189,caa38ac50634728728426e3eb37ef17bd8c6d55f
283,01-01-2021,AR,229442,1878515,2068084,1185,398,1230,201774,A+,3711,11450,2068084,1878515,,189569,3106,35,92,2af63704956a81b9af5a405d7a103ac0d79f7753
284,01-01-2021,AS,0,2140,2140,,,,,D,0,,2140,,,0,,0,0,50e4950d836132c5e93967f37b1a41cbda8261e9
285,01-01-2021,AZ,530267,2375070,5155330,4501,1072,,76934,A+,9015,38846,5155330,,,503798,8128,151,1589,88d6dbb77ca643ffddb6df9a88bce8c6ce49646b
286,01-01-2021,CA,2292568,30765743,33058311,21433,4618,,,B,25971,,33058311,,,2292568,,585,0,ed11bea70e739759c9c599a776115c23d34b87c4
287,01-01-2021,CO,337161,1822467,4444206,1044,,,18102,A,4873,18651,,,,322944,4221,59,53,a6c12e98dfe13b8690e577b1c8139ad527a843c3
288,01-01-2021,CT,185708,4134985,4320693,1136,,,9800,B,5995,12257,4309664,,,174679,4854,0,0,12a5c588b4b88e5ca91cc80f74e9ebb90dc71911
289,01-01-2021,DC,29252,875050,904302,226,63,,20941,A+,788,,,,,,,2,0,e7bf9fd340c5e564b33d80582a70d2ae9be3825b
290,01-01-2021,DE,58064,453860,984606,412,58,,18851,A+,930,,,,59741,55670,828,4,0,81a207510781d04ffef69af7646bede2826d6053
291,01-01-2021,FL,1300528,7405064,15703599,6454,,,,A,21990,63741,14041159,12286661,1692583,1117552,,0,0,ecc156020c1191e51805d24e302947bfbce6e1f8
292,01-01-2021,GA,575395,4825659,5401054,4890,,,,A+,10958,42362,5401054,,549842,575395,9889,24,278,537c6267c5bfed5efb3fd7d2f2b02f1cb8f630fb
293,01-01-2021,GU,7326,88875,96201,13,3,,7047,B,122,,96014,,,7148,,0,0,17e922f0532eb1c558e125e12d73ecfd6d5c0e37
294,01-01-2021,HI,22120,295153,816811,86,11,,11958,B,289,1775,,,21470,21638,,1,7,74e38c5dd676f3c1cb4a1678dc0f2b3cc894a62e
295,01-01-2021,IA,240766,933640,1174406,575,117,,241229,A+,3898,,2228904,1956842,260753,240766,,7,0,5ce322dd609ed8f2036fd2fb602652e67ace5e26
296,01-01-2021,ID,141077,428768,545485,375,85,,58649,A,1436,5630,859851,,,116717,1269,33,63,50900bbd20dfc4da900f3cbbfa9582b7015e9d1b
297,01-01-2021,IL,970590,12404075,13374665,3992,808,,,A,18173,,13374665,,,447491,16647,195,0,ed9b9e720f606282cbb6697f8d2e52c86693214d
298,01-01-2021,IN,517773,2132191,5730043,2786,676,,345474,A+,8371,35210,5730043,,589048,,8016,108,211,126771922edc6d7f8c8ca85c86e94984b743e2d6
299,01-01-2021,KS,227745,784761,1012506,825,221,412,4612,A+,2879,6903,,,,,,138,143,cb6039893bedf1e3cf9269406b6edcaa12942fe5
300,01-01-2021,KY,265262,2935350,3148606,1673,433,,36740,A+,2623,13488,3148606,,182341,213256,2446,0,0,47e37f4ccd1a6af4bcbb1802480fedb6e3967d0b
301,01-01-2021,LA,315275,3898907,4214182,1731,,,263712,A,7488,,4184384,,,285477,7115,0,0,2e8ed06b1ce14948ae89212679cf2ff38f6b6478
302,01-01-2021,MA,375178,3658165,10944699,2271,417,,261672,A+,12423,16098,10944699,,437155,359445,12157,0,0,cfdc36f7712c169b14268389c29f3ba45ab9da1c
303,01-01-2021,MD,280219,2538142,5761534,1734,388,,9358,A,5942,26819,5761534,,340048,280219,5774,47,183,eb726fd87c0ac713caacbf702a2eb22d689d80f5
304,01-01-2021,ME,24201,1087212,1111413,182,46,,11374,A+,347,1065,1107849,1082022,25153,20637,341,0,0,0e5dad76143f16394250abe4432f2b9a204c679e
305,01-01-2021,MI,528621,7584454,8113075,2758,629,,318389,A+,13018,,8202753,7584454,618299,488144,12333,0,0,2e804b18d83a2124cb2a7dc9eb287c0406c59437
306,01-01-2021,MN,415302,2571846,5351379,895,196,,397080,A,5323,21864,,,,400958,5151,0,0,be7d9d8e25f29c4dec454e2423599aed85227326
307,01-01-2021,MO,397299,1657381,3665980,2779,648,,,A+,5540,,3665980,3218368,440219,397299,,21,0,96c55506d40e74c396e663f8c6861bdfed6fab38
308,01-01-2021,MP,122,17429,17551,,,,29,D,2,4,26131,,,122,2,0,0,f4d13e251c806a3ada3bf09c526f6b26bbe2472c
309,01-01-2021,MS,218386,1127658,1346044,1456,346,,167263,A+,4816,8145,1267602,,,148911,3834,29,0,6877a732b679bc7b61ec489b9adaa2f4a73f0d3d
310,01-01-2021,MT,81555,710034,791589,203,39,,74991,A,961,3568,791589,,,81555,,0,0,bb6fc2734a8d7b5cb2136f8040cf130c4e986682
311,01-01-2021,NC,539545,6404558,6944103,3472,774,,403488,A+,6748,,6898509,,,493951,6342,0,0,617d9863341d35300d604b34c03ea16ad1c301bc
312,01-01-2021,ND,92495,285028,1249797,94,16,,89314,B,1289,3552,1319669,,,89525,,0,0,74e1933984965a38effec44ba194f80cbce2dbaa
313,01-01-2021,NE,166798,680859,1755820,534,,,107694,A,1651,5254,1755820,1562488,191386,166798,,40,34,64db019ae4c2deda9f1c122806cd478c6261c01f
314,01-01-2021,NH,44028,479590,1032929,317,,,37350,B,759,902,1032929,,,32696,,0,0,c821da8e2eb1b4c7dc52b0ff53e8bbfe9c5db6a9
315,01-01-2021,NJ,532903,7309853,7842756,3625,693,,56109,A,19160,48572,7792714,,,482861,17139,118,1246,343852fea8901bfb3e6d7dedcb0d4def47eb3986
316,01-01-2021,NM,144142,1839365,1983507,791,,,66638,A,2502,9756,1983507,,,,,25,67,50b699257e666ec768612e21341c7e75d97695f4
317,01-01-2021,NV,227046,940813,2095778,1871,398,,,A+,3146,,1157654,,,227046,,21,0,013c8d7ba2ede066dac8ea7794220ab61915e2dc
318,01-01-2021,NY,990711,24513602,25504313,7886,1292,,102968,B,30208,89995,,,,,,168,0,98bd09d8bc4fff324b5b08bf1afc8d7af2b8f350
319,01-01-2021,OH,700380,7051934,7745920,4367,1059,,556106,A+,8962,38334,7745920,,662771,628336,8112,0,0,e9bd9bd88e20f47fecc76e889c3e428cc71f33dc
320,01-01-2021,OK,290936,2394318,2685254,1910,498,,255843,A+,2489,17059,2691172,2394318,291996,,,0,0,df9836d01f5ffdbc5646b64e6e864e50c7678c5e
321,01-01-2021,OR,115339,2538761,2652670,524,119,,5870,A+,1490,6498,2652670,2496394,156276,74629,,13,0,291645dac37baee13460ff3aa73715dee7f8cb11
322,01-01-2021,PA,648039,3275205,3923244,5624,1172,,429017,A+,16214,,7421572,,,581260,,236,0,cbdc343e216761f61889587a7a5f978615db5347
323,01-01-2021,PR,77054,305972,383026,432,77,,66930,B,1521,,310546,303412,7002,72327,1257,18,0,c8ee45b5961f79c73037a28c6ff0973f176b876a
324,01-01-2021,RI,90404,551028,2015456,426,61,,5381,A+,1823,6506,,1906838,108618,,,14,0,f89e13971f01336ba243a00264ff53a21f5ae22a
325,01-01-2021,SC,307507,2865514,3173021,2025,400,,151084,A+,5296,14390,3148938,2781083,367855,283424,4885,0,0,5060316576d8d7e987e39110eafe515153350014
326,01-01-2021,SD,99164,273476,372640,297,62,,91980,A+,1488,5672,761203,,,90050,,0,0,9a4d6e0485f3501a2d3f1a8791ce299beee73b26
327,01-01-2021,TN,586802,5057256,5644058,3378,813,,508914,A+,6907,14531,5571715,4976015,595700,514459,5990,0,0,5b907d93c8e4a2d9e04df1458be727ccc95227a8
328,01-01-2021,TX,1772483,12285032,13848790,12481,3124,,1435164,A,27771,,13848790,,1729239,1563758,,334,0,eb0f3f658a041ec9ff8e6f9a8b8957fe7ab0b72f
329,01-01-2021,UT,276612,1302491,2245303,565,158,641,224439,A+,1269,10956,2245303,1977503,267800,247240,,0,0,02aad5249ec87d1947b56750f49c34710cbf4e81
330,01-01-2021,VA,354766,3994267,4291320,2754,557,,30964,A+,5081,18166,,,364782,297053,4478,49,125,ed874e960d8c06e4c86908f2bd4dbee0089f44fe
331,01-01-2021,VI,2036,34176,36212,,,,1901,D,23,,36266,,,,23,0,0,19bab2531758674b9bd7bcf59f422ea1ade06db2
332,01-01-2021,VT,7412,255684,697705,31,7,,4959,B,136,,697705,,,7240,136,0,0,b1c1dea35ce098f30826dd0ddaae447e642bd9e3
